division_alias,party_number,votes,percent
00.45.20,20,1,0.352
00.45.20,26,0,0.0
00.45.20,16,3,1.056
00.45.20,21,1,0.352
00.45.20,23,0,0.0
00.45.20,3,2,0.704
00.45.20,27,1,0.352
00.45.20,41,131,46.127
00.45.20,5,22,7.746
00.45.20,36,8,2.817
00.45.20,9,29,10.211
00.45.20,6,4,1.408
00.45.20,8,5,1.761
00.45.20,4,57,20.07
00.45.21,17,0,0.0
00.45.21,10,1,2.941
00.45.21,25,0,0.0
00.45.21,12,0,0.0
00.45.21,20,0,0.0
00.45.21,26,0,0.0
00.45.21,16,0,0.0
00.45.21,21,0,0.0
00.45.21,23,0,0.0
00.45.21,3,0,0.0
00.45.21,27,0,0.0
00.45.21,41,22,64.706
00.45.21,5,7,20.588
00.45.21,36,0,0.0
00.45.21,9,1,2.941
00.45.21,6,0,0.0
00.45.21,8,0,0.0
00.45.21,4,3,8.824
00.45.22,17,0,0.0
00.45.22,10,1,1.01
00.45.22,25,1,1.01
00.45.22,12,0,0.0
00.45.22,20,0,0.0
00.45.22,26,0,0.0
00.45.22,16,0,0.0
00.45.22,21,0,0.0
00.45.22,23,0,0.0
00.45.22,3,1,1.01
00.45.22,27,0,0.0
00.45.22,41,67,67.677
00.45.22,5,9,9.091
00.45.22,36,0,0.0
00.45.22,9,9,9.091
00.45.22,6,0,0.0
00.45.22,8,2,2.02
00.45.22,4,9,9.091
00.45.23,17,1,0.625
00.45.23,10,1,0.625
00.45.23,25,4,2.5
00.45.23,12,1,0.625
00.45.23,20,0,0.0
00.45.23,26,0,0.0
00.45.23,16,0,0.0
00.45.23,21,1,0.625
00.45.23,23,1,0.625
00.45.23,3,0,0.0
00.45.23,27,0,0.0
00.45.23,41,120,75.0
00.45.23,5,15,9.375
00.45.23,36,1,0.625
00.45.23,9,13,8.125
00.45.23,6,1,0.625
00.45.23,8,1,0.625
00.45.23,4,0,0.0
00.45.24,17,0,0.0
00.45.24,10,1,0.667
00.45.24,25,3,2.0
00.45.24,12,0,0.0
00.45.24,20,0,0.0
00.45.24,26,0,0.0
00.45.24,16,0,0.0
00.45.24,21,0,0.0
00.45.24,23,0,0.0
00.45.24,3,0,0.0
00.45.24,27,0,0.0
00.45.24,41,90,60.0
00.45.24,5,7,4.667
00.45.24,36,1,0.667
00.45.24,9,37,24.667
00.45.24,6,0,0.0
00.45.24,8,5,3.333
00.45.24,4,6,4.0
00.45.25,17,1,0.168
00.45.25,10,1,0.168
00.45.25,25,35,5.872
00.45.25,12,2,0.336
00.45.25,20,1,0.168
00.45.25,26,0,0.0
00.45.25,16,3,0.503
00.45.25,21,0,0.0
00.45.25,23,0,0.0
00.45.25,3,1,0.168
00.45.25,27,2,0.336
00.45.25,41,386,64.765
00.45.25,5,37,6.208
00.45.25,36,10,1.678
00.45.25,9,49,8.221
00.45.25,6,1,0.168
00.45.25,8,12,2.013
00.45.25,4,55,9.228
00.45.26,17,0,0.0
00.45.26,10,0,0.0
00.45.26,25,3,4.348
00.45.26,12,0,0.0
00.45.26,20,0,0.0
00.45.26,26,1,1.449
00.45.26,16,1,1.449
00.45.26,21,0,0.0
00.45.26,23,0,0.0
00.45.26,3,0,0.0
00.45.26,27,0,0.0
00.45.26,41,41,59.42
00.45.26,5,4,5.797
00.45.26,36,1,1.449
00.45.26,9,12,17.391
00.45.26,6,0,0.0
00.45.26,8,0,0.0
00.45.26,4,6,8.696
00.45.27,17,0,0.0
00.45.27,10,0,0.0
00.45.27,25,4,4.651
00.45.27,12,0,0.0
00.45.27,20,0,0.0
00.45.27,26,0,0.0
00.45.27,16,1,1.163
00.45.27,21,0,0.0
00.45.27,23,0,0.0
00.45.27,3,0,0.0
00.45.27,27,0,0.0
00.45.27,41,55,63.953
00.45.27,5,8,9.302
00.45.27,36,0,0.0
00.45.27,9,11,12.791
00.45.27,6,0,0.0
00.45.27,8,1,1.163
00.45.27,4,6,6.977
00.45.28,17,0,0.0
00.45.28,10,0,0.0
00.45.28,25,6,4.317
00.45.28,12,0,0.0
00.45.28,20,0,0.0
00.45.28,26,0,0.0
00.45.28,16,1,0.719
00.45.28,21,0,0.0
00.45.28,23,0,0.0
00.45.28,3,0,0.0
00.45.28,27,0,0.0
00.45.28,41,61,43.885
00.45.28,5,16,11.511
00.45.28,36,1,0.719
00.45.28,9,35,25.18
00.45.28,6,0,0.0
00.45.28,8,1,0.719
00.45.28,4,18,12.95
00.45.29,17,0,0.0
00.45.29,10,2,0.506
00.45.29,25,21,5.316
00.45.29,12,0,0.0
00.45.29,20,3,0.759
00.45.29,26,0,0.0
00.45.29,16,4,1.013
00.45.29,21,0,0.0
00.45.29,23,0,0.0
00.45.29,3,0,0.0
00.45.29,27,3,0.759
00.45.29,41,240,60.759
00.45.29,5,39,9.873
00.45.29,36,6,1.519
00.45.29,9,31,7.848
00.45.29,6,4,1.013
00.45.29,8,5,1.266
00.45.29,4,37,9.367
00.45.30,17,1,0.565
00.45.30,10,0,0.0
00.45.30,25,6,3.39
00.45.30,12,0,0.0
00.45.30,20,0,0.0
00.45.30,26,0,0.0
00.45.30,16,1,0.565
00.45.30,21,0,0.0
00.45.30,23,0,0.0
00.45.30,3,0,0.0
00.45.30,27,0,0.0
00.45.30,41,109,61.582
00.45.30,5,13,7.345
00.45.30,36,4,2.26
00.45.30,9,25,14.124
00.45.30,6,1,0.565
00.45.30,8,1,0.565
00.45.30,4,16,9.04
00.45.31,17,1,0.253
00.45.31,10,1,0.253
00.45.31,25,27,6.835
00.45.31,12,0,0.0
00.45.31,20,1,0.253
00.45.31,26,2,0.506
00.45.31,16,3,0.759
00.45.31,21,0,0.0
00.45.31,23,0,0.0
00.45.31,3,1,0.253
00.45.31,27,0,0.0
00.45.31,41,261,66.076
00.45.31,5,17,4.304
00.45.31,36,3,0.759
00.45.31,9,45,11.392
00.45.31,6,1,0.253
00.45.31,8,3,0.759
00.45.31,4,29,7.342
00.45.32,17,0,0.0
00.45.32,10,0,0.0
00.45.32,25,1,1.923
00.45.32,12,0,0.0
00.45.32,20,0,0.0
00.45.32,26,0,0.0
00.45.32,16,0,0.0
00.45.32,21,0,0.0
00.45.32,23,0,0.0
00.45.32,3,0,0.0
00.45.32,27,0,0.0
00.45.32,41,35,67.308
00.45.32,5,6,11.538
00.45.32,36,2,3.846
00.45.32,9,4,7.692
00.45.32,6,0,0.0
00.45.32,8,1,1.923
00.45.32,4,3,5.769
00.45.33,17,0,0.0
00.45.33,10,0,0.0
00.45.33,25,1,1.587
00.45.33,12,0,0.0
00.45.33,20,0,0.0
00.45.33,26,0,0.0
00.45.33,16,0,0.0
00.45.33,21,0,0.0
00.45.33,23,0,0.0
00.45.33,3,0,0.0
00.45.33,27,0,0.0
00.45.33,41,46,73.016
00.45.33,5,5,7.937
00.45.33,36,0,0.0
00.45.33,9,4,6.349
00.45.33,6,1,1.587
00.45.33,8,4,6.349
00.45.33,4,2,3.175
00.45.34,17,1,0.483
00.45.34,10,1,0.483
00.45.34,25,6,2.899
00.45.34,12,0,0.0
00.45.34,20,0,0.0
00.45.34,26,0,0.0
00.45.34,16,1,0.483
00.45.34,21,0,0.0
00.45.34,23,0,0.0
00.45.34,3,0,0.0
00.45.34,27,0,0.0
00.45.34,41,125,60.386
00.45.34,5,17,8.213
00.45.34,36,5,2.415
00.45.34,9,23,11.111
00.45.34,6,1,0.483
00.45.34,8,5,2.415
00.45.34,4,22,10.628
00.45.35,17,0,0.0
00.45.35,10,0,0.0
00.45.35,25,5,4.902
00.45.35,12,0,0.0
00.45.35,20,1,0.98
00.45.35,26,0,0.0
00.45.35,16,2,1.961
00.45.35,21,0,0.0
00.45.35,23,0,0.0
00.45.35,3,0,0.0
00.45.35,27,0,0.0
00.45.35,41,59,57.843
00.45.35,5,7,6.863
00.45.35,36,0,0.0
00.45.35,9,12,11.765
00.45.35,6,1,0.98
00.45.35,8,0,0.0
00.45.35,4,15,14.706
00.45.36,17,0,0.0
00.45.36,10,0,0.0
00.45.36,25,0,0.0
00.45.36,12,0,0.0
00.45.36,20,0,0.0
00.45.36,26,0,0.0
00.45.36,16,0,0.0
00.45.36,21,0,0.0
00.45.36,23,0,0.0
00.45.36,3,0,0.0
00.45.36,27,0,0.0
00.45.36,41,18,78.261
00.45.36,5,2,8.696
00.45.36,36,0,0.0
00.45.36,9,2,8.696
00.45.36,6,0,0.0
00.45.36,8,1,4.348
00.45.36,4,0,0.0
00.45.37,17,1,0.245
00.45.37,10,2,0.49
00.45.37,25,34,8.333
00.45.37,12,0,0.0
00.45.37,20,0,0.0
00.45.37,26,0,0.0
00.45.37,16,3,0.735
00.45.37,21,0,0.0
00.45.37,23,0,0.0
00.45.37,3,1,0.245
00.45.37,27,1,0.245
00.45.37,41,270,66.176
00.45.37,5,9,2.206
00.45.37,36,5,1.225
00.45.37,9,48,11.765
00.45.37,6,0,0.0
00.45.37,8,12,2.941
00.45.37,4,22,5.392
00.45.38,17,0,0.0
00.45.38,10,0,0.0
00.45.38,25,1,1.563
00.45.38,12,0,0.0
00.45.38,20,0,0.0
00.45.38,26,0,0.0
00.45.38,16,0,0.0
00.45.38,21,0,0.0
00.45.38,23,0,0.0
00.45.38,3,0,0.0
00.45.38,27,0,0.0
00.45.38,41,45,70.313
00.45.38,5,5,7.813
00.45.38,36,0,0.0
00.45.38,9,10,15.625
00.45.38,6,0,0.0
00.45.38,8,0,0.0
00.45.38,4,3,4.688
00.45.39,17,0,0.0
00.45.39,10,0,0.0
00.45.39,25,0,0.0
00.45.39,12,0,0.0
00.45.39,20,0,0.0
00.45.39,26,0,0.0
00.45.39,16,0,0.0
00.45.39,21,0,0.0
00.45.39,23,0,0.0
00.45.39,3,0,0.0
00.45.39,27,0,0.0
00.45.39,41,20,47.619
00.45.39,5,6,14.286
00.45.39,36,0,0.0
00.45.39,9,4,9.524
00.45.39,6,0,0.0
00.45.39,8,0,0.0
00.45.39,4,12,28.571
00.45.40,17,0,0.0
00.45.40,10,0,0.0
00.45.40,25,1,2.778
00.45.40,12,0,0.0
00.45.40,20,0,0.0
00.45.40,26,0,0.0
00.45.40,16,0,0.0
00.45.40,21,0,0.0
00.45.40,23,0,0.0
00.45.40,3,0,0.0
00.45.40,27,0,0.0
00.45.40,41,20,55.556
00.45.40,5,5,13.889
00.45.40,36,0,0.0
00.45.40,9,2,5.556
00.45.40,6,1,2.778
00.45.40,8,0,0.0
00.45.40,4,7,19.444
00.45.41,17,0,0.0
00.45.41,10,0,0.0
00.45.41,25,0,0.0
00.45.41,12,0,0.0
00.45.41,20,0,0.0
00.45.41,26,0,0.0
00.45.41,16,0,0.0
00.45.41,21,1,2.564
00.45.41,23,0,0.0
00.45.41,3,0,0.0
00.45.41,27,0,0.0
00.45.41,41,27,69.231
00.45.41,5,4,10.256
00.45.41,36,2,5.128
00.45.41,9,3,7.692
00.45.41,6,0,0.0
00.45.41,8,2,5.128
00.45.41,4,0,0.0
00.46.01,17,1,0.139
00.46.01,10,1,0.139
00.46.01,25,46,6.416
00.46.01,12,0,0.0
00.46.01,20,1,0.139
00.46.01,26,0,0.0
00.46.01,16,3,0.418
00.46.01,21,0,0.0
00.46.01,23,0,0.0
00.46.01,3,1,0.139
00.46.01,27,1,0.139
00.46.01,41,529,73.78
00.46.01,5,24,3.347
00.46.01,36,15,2.092
00.46.01,9,52,7.252
00.46.01,6,0,0.0
00.46.01,8,12,1.674
00.46.01,4,31,4.324
00.46.02,17,0,0.0
00.46.02,10,1,0.935
00.46.02,25,5,4.673
00.46.02,12,0,0.0
00.46.02,20,0,0.0
00.46.02,26,0,0.0
00.46.02,16,0,0.0
00.46.02,21,0,0.0
00.46.02,23,0,0.0
00.46.02,3,1,0.935
00.46.02,27,0,0.0
00.46.02,41,75,70.093
00.46.02,5,7,6.542
00.46.02,36,7,6.542
00.46.02,9,6,5.607
00.46.02,6,1,0.935
00.46.02,8,0,0.0
00.46.02,4,4,3.738
00.46.03,17,1,0.588
00.46.03,10,1,0.588
00.46.03,25,2,1.176
00.46.03,12,1,0.588
00.46.03,20,0,0.0
00.46.03,26,0,0.0
00.46.03,16,0,0.0
00.46.03,21,0,0.0
00.46.03,23,0,0.0
00.46.03,3,0,0.0
00.46.03,27,0,0.0
00.46.03,41,129,75.882
00.46.03,5,12,7.059
00.46.03,36,1,0.588
00.46.03,9,14,8.235
00.46.03,6,0,0.0
00.46.03,8,4,2.353
00.46.03,4,5,2.941
00.46.04,17,0,0.0
00.46.04,10,1,1.042
00.46.04,25,1,1.042
00.46.04,12,0,0.0
00.46.04,20,0,0.0
00.46.04,26,0,0.0
00.46.04,16,0,0.0
00.46.04,21,0,0.0
00.46.04,23,0,0.0
00.46.04,3,0,0.0
00.46.04,27,0,0.0
00.46.04,41,64,66.667
00.46.04,5,12,12.5
00.46.04,36,2,2.083
00.46.04,9,8,8.333
00.46.04,6,2,2.083
00.46.04,8,5,5.208
00.46.04,4,1,1.042
00.46.05,17,0,0.0
00.46.05,10,0,0.0
00.46.05,25,6,3.947
00.46.05,12,0,0.0
00.46.05,20,0,0.0
00.46.05,26,0,0.0
00.46.05,16,0,0.0
00.46.05,21,0,0.0
00.46.05,23,0,0.0
00.46.05,3,0,0.0
00.46.05,27,0,0.0
00.46.05,41,114,75.0
00.46.05,5,6,3.947
00.46.05,36,2,1.316
00.46.05,9,15,9.868
00.46.05,6,1,0.658
00.46.05,8,3,1.974
00.46.05,4,5,3.289
00.46.06,17,0,0.0
00.46.06,10,0,0.0
00.46.06,25,3,3.846
00.46.06,12,0,0.0
00.46.06,20,0,0.0
00.46.06,26,0,0.0
00.46.06,16,0,0.0
00.46.06,21,0,0.0
00.46.06,23,0,0.0
00.46.06,3,0,0.0
00.46.06,27,0,0.0
00.46.06,41,46,58.974
00.46.06,5,7,8.974
00.46.06,36,0,0.0
00.46.06,9,14,17.949
00.46.06,6,0,0.0
00.46.06,8,1,1.282
00.46.06,4,7,8.974
00.46.07,17,0,0.0
00.46.07,10,1,0.408
00.46.07,25,5,2.041
00.46.07,12,0,0.0
00.46.07,20,0,0.0
00.46.07,26,0,0.0
00.46.07,16,2,0.816
00.46.07,21,0,0.0
00.46.07,23,0,0.0
00.46.07,3,1,0.408
00.46.07,27,0,0.0
00.46.07,41,182,74.286
00.46.07,5,8,3.265
00.46.07,36,2,0.816
00.46.07,9,23,9.388
00.46.07,6,0,0.0
00.46.07,8,0,0.0
00.46.07,4,21,8.571
00.46.08,17,0,0.0
00.46.08,10,0,0.0
00.46.08,25,0,0.0
00.46.08,12,0,0.0
00.46.08,20,0,0.0
00.46.08,26,0,0.0
00.46.08,16,0,0.0
00.46.08,21,0,0.0
00.46.08,23,0,0.0
00.46.08,3,0,0.0
00.46.08,27,0,0.0
00.46.08,41,88,88.0
00.46.08,5,2,2.0
00.46.08,36,2,2.0
00.46.08,9,5,5.0
00.46.08,6,0,0.0
00.46.08,8,1,1.0
00.46.08,4,2,2.0
00.46.09,17,1,0.578
00.46.09,10,1,0.578
00.46.09,25,13,7.514
00.46.09,12,0,0.0
00.46.09,20,0,0.0
00.46.09,26,0,0.0
00.46.09,16,0,0.0
00.46.09,21,0,0.0
00.46.09,23,0,0.0
00.46.09,3,0,0.0
00.46.09,27,0,0.0
00.46.09,41,133,76.879
00.46.09,5,6,3.468
00.46.09,36,3,1.734
00.46.09,9,9,5.202
00.46.09,6,1,0.578
00.46.09,8,4,2.312
00.46.09,4,2,1.156
00.46.10,17,0,0.0
00.46.10,10,0,0.0
00.46.10,25,6,8.451
00.46.10,12,0,0.0
00.46.10,20,0,0.0
00.46.10,26,0,0.0
00.46.10,16,1,1.408
00.46.10,21,0,0.0
00.46.10,23,0,0.0
00.46.10,3,0,0.0
00.46.10,27,0,0.0
00.46.10,41,52,73.239
00.46.10,5,5,7.042
00.46.10,36,1,1.408
00.46.10,9,0,0.0
00.46.10,6,0,0.0
00.46.10,8,4,5.634
00.46.10,4,2,2.817
00.46.11,17,0,0.0
00.46.11,10,0,0.0
00.46.11,25,8,6.957
00.46.11,12,0,0.0
00.46.11,20,1,0.87
00.46.11,26,0,0.0
00.46.11,16,0,0.0
00.46.11,21,1,0.87
00.46.11,23,0,0.0
00.46.11,3,0,0.0
00.46.11,27,0,0.0
00.46.11,41,95,82.609
00.46.11,5,5,4.348
00.46.11,36,2,1.739
00.46.11,9,3,2.609
00.46.11,6,0,0.0
00.46.11,8,0,0.0
00.46.11,4,0,0.0
00.46.12,17,0,0.0
00.46.12,10,0,0.0
00.46.12,25,5,2.488
00.46.12,12,0,0.0
00.46.12,20,0,0.0
00.46.12,26,0,0.0
00.46.12,16,1,0.498
00.46.12,21,0,0.0
00.46.12,23,0,0.0
00.46.12,3,0,0.0
00.46.12,27,0,0.0
00.46.12,41,154,76.617
00.46.12,5,7,3.483
00.46.12,36,3,1.493
00.46.12,9,20,9.95
00.46.12,6,0,0.0
00.46.12,8,6,2.985
00.46.12,4,5,2.488
00.46.13,17,1,0.526
00.46.13,10,0,0.0
00.46.13,25,10,5.263
00.46.13,12,3,1.579
00.46.13,20,0,0.0
00.46.13,26,0,0.0
00.46.13,16,1,0.526
00.46.13,21,0,0.0
00.46.13,23,0,0.0
00.46.13,3,0,0.0
00.46.13,27,0,0.0
00.46.13,41,156,82.105
00.46.13,5,5,2.632
00.46.13,36,0,0.0
00.46.13,9,10,5.263
00.46.13,6,1,0.526
00.46.13,8,1,0.526
00.46.13,4,2,1.053
00.46.14,17,0,0.0
00.46.14,10,0,0.0
00.46.14,25,5,3.846
00.46.14,12,0,0.0
00.46.14,20,0,0.0
00.46.14,26,0,0.0
00.46.14,16,0,0.0
00.46.14,21,0,0.0
00.46.14,23,0,0.0
00.46.14,3,0,0.0
00.46.14,27,0,0.0
00.46.14,41,83,63.846
00.46.14,5,17,13.077
00.46.14,36,2,1.538
00.46.14,9,11,8.462
00.46.14,6,1,0.769
00.46.14,8,1,0.769
00.46.14,4,10,7.692
00.46.15,17,0,0.0
00.46.15,10,0,0.0
00.46.15,25,2,1.98
00.46.15,12,0,0.0
00.46.15,20,0,0.0
00.46.15,26,0,0.0
00.46.15,16,0,0.0
00.46.15,21,0,0.0
00.46.15,23,0,0.0
00.46.15,3,1,0.99
00.46.15,27,0,0.0
00.46.15,41,86,85.149
00.46.15,5,1,0.99
00.46.15,36,0,0.0
00.46.15,9,9,8.911
00.46.15,6,0,0.0
00.46.15,8,0,0.0
00.46.15,4,2,1.98
00.46.16,17,0,0.0
00.46.16,10,0,0.0
00.46.16,25,1,2.5
00.46.16,12,0,0.0
00.46.16,20,0,0.0
00.46.16,26,0,0.0
00.46.16,16,0,0.0
00.46.16,21,0,0.0
00.46.16,23,0,0.0
00.46.16,3,0,0.0
00.46.16,27,0,0.0
00.46.16,41,32,80.0
00.46.16,5,3,7.5
00.46.16,36,2,5.0
00.46.16,9,2,5.0
00.46.16,6,0,0.0
00.46.16,8,0,0.0
00.46.16,4,0,0.0
00.46.17,17,1,0.704
00.46.17,10,1,0.704
00.46.17,25,3,2.113
00.46.17,12,0,0.0
00.46.17,20,0,0.0
00.46.17,26,0,0.0
00.46.17,16,1,0.704
00.46.17,21,0,0.0
00.46.17,23,0,0.0
00.46.17,3,0,0.0
00.46.17,27,0,0.0
00.46.17,41,103,72.535
00.46.17,5,11,7.746
00.46.17,36,2,1.408
00.46.17,9,7,4.93
00.46.17,6,2,1.408
00.46.17,8,5,3.521
00.46.17,4,6,4.225
00.46.18,17,0,0.0
00.46.18,10,0,0.0
00.46.18,25,3,2.804
00.46.18,12,1,0.935
00.46.18,20,0,0.0
00.46.18,26,0,0.0
00.46.18,16,0,0.0
00.46.18,21,0,0.0
00.46.18,23,0,0.0
00.46.18,3,0,0.0
00.46.18,27,0,0.0
00.46.18,41,84,78.505
00.46.18,5,4,3.738
00.46.18,36,2,1.869
00.46.18,9,4,3.738
00.46.18,6,0,0.0
00.46.18,8,2,1.869
00.46.18,4,7,6.542
00.46.19,17,0,0.0
00.46.19,10,0,0.0
00.46.19,25,2,2.74
00.46.19,12,0,0.0
00.46.19,20,0,0.0
00.46.19,26,0,0.0
00.46.19,16,0,0.0
00.46.19,21,0,0.0
00.46.19,23,0,0.0
00.46.19,3,0,0.0
00.46.19,27,1,1.37
00.46.19,41,51,69.863
00.46.19,5,9,12.329
00.46.19,36,1,1.37
00.46.19,9,5,6.849
00.46.19,6,0,0.0
00.46.19,8,0,0.0
00.46.19,4,4,5.479
00.46.20,17,0,0.0
00.46.20,10,1,0.971
00.46.20,25,0,0.0
00.46.20,12,0,0.0
00.46.20,20,0,0.0
00.46.20,26,0,0.0
00.46.20,16,0,0.0
00.46.20,21,0,0.0
00.46.20,23,0,0.0
00.46.20,3,1,0.971
00.46.20,27,0,0.0
00.46.20,41,77,74.757
00.46.20,5,3,2.913
00.46.20,36,1,0.971
00.46.20,9,13,12.621
00.46.20,6,0,0.0
00.46.20,8,0,0.0
00.46.20,4,7,6.796
00.46.21,17,0,0.0
00.46.21,10,0,0.0
00.46.21,25,2,2.597
00.46.21,12,0,0.0
00.46.21,20,0,0.0
00.46.21,26,0,0.0
00.46.21,16,0,0.0
00.46.21,21,0,0.0
00.46.21,23,0,0.0
00.46.21,3,1,1.299
00.46.21,27,0,0.0
00.46.21,41,63,81.818
00.46.21,5,5,6.494
00.46.21,36,1,1.299
00.46.21,9,5,6.494
00.46.21,6,0,0.0
00.46.21,8,0,0.0
00.46.21,4,0,0.0
00.46.22,17,0,0.0
00.46.22,10,0,0.0
00.46.22,25,1,1.087
00.46.22,12,0,0.0
00.46.22,20,0,0.0
00.46.22,26,0,0.0
00.46.22,16,0,0.0
00.46.22,21,0,0.0
00.46.22,23,0,0.0
00.46.22,3,0,0.0
00.46.22,27,0,0.0
00.46.22,41,58,63.043
00.46.22,5,8,8.696
00.46.22,36,1,1.087
00.46.22,9,22,23.913
00.46.22,6,0,0.0
00.46.22,8,1,1.087
00.46.22,4,1,1.087
00.46.23,17,0,0.0
00.46.23,10,0,0.0
00.46.23,25,2,2.198
00.46.23,12,0,0.0
00.46.23,20,0,0.0
00.46.23,26,0,0.0
00.46.23,16,0,0.0
00.46.23,21,0,0.0
00.46.23,23,0,0.0
00.46.23,3,0,0.0
00.46.23,27,0,0.0
00.46.23,41,88,96.703
00.46.23,5,0,0.0
00.46.23,36,0,0.0
00.46.23,9,0,0.0
00.46.23,6,0,0.0
00.46.23,8,1,1.099
00.46.23,4,0,0.0
00.47.01,17,1,0.171
00.47.01,10,2,0.341
00.47.01,25,30,5.119
00.47.01,12,1,0.171
00.47.01,20,0,0.0
00.47.01,26,0,0.0
00.47.01,16,3,0.512
00.47.01,21,0,0.0
00.47.01,23,0,0.0
00.47.01,3,3,0.512
00.47.01,27,0,0.0
00.47.01,41,380,64.846
00.47.01,5,39,6.655
00.47.01,36,16,2.73
00.47.01,9,38,6.485
00.47.01,6,2,0.341
00.47.01,8,10,1.706
00.47.01,4,61,10.41
00.47.02,17,0,0.0
00.47.02,10,1,0.162
00.47.02,25,35,5.654
00.47.02,12,0,0.0
00.47.02,20,1,0.162
00.47.02,26,0,0.0
00.47.02,16,3,0.485
00.47.02,21,0,0.0
00.47.02,23,1,0.162
00.47.02,3,1,0.162
00.47.02,27,2,0.323
00.47.02,41,406,65.59
00.47.02,5,30,4.847
00.47.02,36,7,1.131
00.47.02,9,35,5.654
00.47.02,6,2,0.323
00.47.02,8,11,1.777
00.47.02,4,84,13.57
00.47.03,17,0,0.0
00.47.03,10,1,0.571
00.47.03,25,8,4.571
00.47.03,12,0,0.0
00.47.03,20,0,0.0
00.47.03,26,0,0.0
00.47.03,16,1,0.571
00.47.03,21,1,0.571
00.47.03,23,0,0.0
00.47.03,3,0,0.0
00.47.03,27,1,0.571
00.47.03,41,113,64.571
00.47.03,5,4,2.286
00.47.03,36,0,0.0
00.47.03,9,31,17.714
00.47.03,6,0,0.0
00.47.03,8,11,6.286
00.47.03,4,4,2.286
00.47.04,17,0,0.0
00.47.04,10,0,0.0
00.47.04,25,11,10.784
00.47.04,12,0,0.0
00.47.04,20,0,0.0
00.47.04,26,0,0.0
00.47.04,16,0,0.0
00.47.04,21,0,0.0
00.47.04,23,0,0.0
00.47.04,3,1,0.98
00.47.04,27,0,0.0
00.47.04,41,71,69.608
00.47.04,5,10,9.804
00.47.04,36,1,0.98
00.47.04,9,4,3.922
00.47.04,6,0,0.0
00.47.04,8,1,0.98
00.47.04,4,3,2.941
00.47.05,17,0,0.0
00.47.05,10,0,0.0
00.47.05,25,19,21.591
00.47.05,12,0,0.0
00.47.05,20,0,0.0
00.47.05,26,1,1.136
00.47.05,16,0,0.0
00.47.05,21,0,0.0
00.47.05,23,0,0.0
00.47.05,3,0,0.0
00.47.05,27,0,0.0
00.47.05,41,50,56.818
00.47.05,5,8,9.091
00.47.05,36,0,0.0
00.47.05,9,8,9.091
00.47.05,6,0,0.0
00.47.05,8,2,2.273
00.47.05,4,0,0.0
00.47.06,17,0,0.0
00.47.06,10,1,1.754
00.47.06,25,2,3.509
00.47.06,12,0,0.0
00.47.06,20,0,0.0
00.47.06,26,0,0.0
00.47.06,16,0,0.0
00.47.06,21,0,0.0
00.47.06,23,0,0.0
00.47.06,3,0,0.0
00.47.06,27,0,0.0
00.47.06,41,45,78.947
00.47.06,5,7,12.281
00.47.06,36,0,0.0
00.47.06,9,2,3.509
00.47.06,6,0,0.0
00.47.06,8,0,0.0
00.47.06,4,0,0.0
00.47.07,17,0,0.0
00.47.07,10,0,0.0
00.47.07,25,0,0.0
00.47.07,12,0,0.0
00.47.07,20,0,0.0
00.47.07,26,0,0.0
00.47.07,16,0,0.0
00.47.07,21,0,0.0
00.47.07,23,0,0.0
00.47.07,3,0,0.0
00.47.07,27,0,0.0
00.47.07,41,38,71.698
00.47.07,5,3,5.66
00.47.07,36,0,0.0
00.47.07,9,10,18.868
00.47.07,6,0,0.0
00.47.07,8,0,0.0
00.47.07,4,2,3.774
00.47.08,17,0,0.0
00.47.08,10,0,0.0
00.47.08,25,9,13.433
00.47.08,12,0,0.0
00.47.08,20,0,0.0
00.47.08,26,0,0.0
00.47.08,16,0,0.0
00.47.08,21,0,0.0
00.47.08,23,0,0.0
00.47.08,3,0,0.0
00.47.08,27,0,0.0
00.47.08,41,39,58.209
00.47.08,5,4,5.97
00.47.08,36,1,1.493
00.47.08,9,4,5.97
00.47.08,6,0,0.0
00.47.08,8,0,0.0
00.47.08,4,10,14.925
00.47.09,17,0,0.0
00.47.09,10,0,0.0
00.47.09,25,0,0.0
00.47.09,12,0,0.0
00.47.09,20,0,0.0
00.47.09,26,0,0.0
00.47.09,16,0,0.0
00.47.09,21,0,0.0
00.47.09,23,0,0.0
00.47.09,3,0,0.0
00.47.09,27,0,0.0
00.47.09,41,18,60.0
00.47.09,5,3,10.0
00.47.09,36,1,3.333
00.47.09,9,8,26.667
00.47.09,6,0,0.0
00.47.09,8,0,0.0
00.47.09,4,0,0.0
00.47.10,17,0,0.0
00.47.10,10,0,0.0
00.47.10,25,0,0.0
00.47.10,12,0,0.0
00.47.10,20,0,0.0
00.47.10,26,0,0.0
00.47.10,16,0,0.0
00.47.10,21,0,0.0
00.47.10,23,0,0.0
00.47.10,3,0,0.0
00.47.10,27,0,0.0
00.47.10,41,18,78.261
00.47.10,5,4,17.391
00.47.10,36,0,0.0
00.47.10,9,1,4.348
00.47.10,6,0,0.0
00.47.10,8,0,0.0
00.47.10,4,0,0.0
00.47.11,17,0,0.0
00.47.11,10,0,0.0
00.47.11,25,0,0.0
00.47.11,12,0,0.0
00.47.11,20,0,0.0
00.47.11,26,0,0.0
00.47.11,16,0,0.0
00.47.11,21,0,0.0
00.47.11,23,0,0.0
00.47.11,3,0,0.0
00.47.11,27,0,0.0
00.47.11,41,139,96.528
